Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Oregon,US,2022-02-23 04:31:17,44.571999999999996,-122.0709,689325,6485,,,41.0,16343.479927743245,10297412.0,,0.9407753962209408,84000041.0,USA,244145.42680114953,
Pennsylvania,US,2022-02-23 04:31:17,40.5908,-77.2098,2746745,42789,,,42.0,21455.611311648518,24091353.0,,1.5578075139847347,84000042.0,USA,188184.4532127,
Puerto Rico,US,2022-02-23 04:31:17,18.2208,-66.5901,472370,4086,,,72.0,14790.709441793735,3812210.0,,0.8649998941507716,630.0,PRI,119366.78967991295,
Rhode Island,US,2022-02-23 04:31:17,41.6809,-71.5118,354817,3404,,,44.0,33493.492775361745,7418680.0,,0.9593677867745908,84000044.0,USA,700297.6322518953,
South Carolina,US,2022-02-23 04:31:17,33.8569,-80.945,1455967,16600,,,45.0,28278.265213410567,12487337.0,,1.140135731098301,84000045.0,USA,242533.12574751675,
South Dakota,US,2022-02-23 04:31:17,44.2998,-99.4388,235116,2779,,,46.0,26577.0200721408,1270502.0,,1.181969751101584,84000046.0,USA,143614.88437917887,
Tennessee,US,2022-02-23 04:31:17,35.7478,-86.6923,1995901,23990,,,47.0,29226.096743178605,12353302.0,,1.201963424037565,84000047.0,USA,180890.1340044931,
Texas,US,2022-02-23 04:31:17,31.0545,-97.5635,6588651,83962,,,48.0,22722.71361577184,45578128.0,,1.2743428055302974,84000048.0,USA,157188.28477741373,
Utah,US,2022-02-23 04:31:17,40.15,-111.8624,920290,4372,,,49.0,28705.616230780317,5764437.0,,0.4750676417216312,84000049.0,USA,179803.88389367546,
Vermont,US,2022-02-23 04:31:17,44.0459,-72.7107,111319,587,,,50.0,17839.897818711546,3325859.0,,0.5273133966348961,84000050.0,USA,532999.6201856122,
Virgin Islands,US,2022-02-23 04:31:17,18.3358,-64.8963,15317,109,,,78.0,14279.188574411754,325133.0,,0.7116276033165764,850.0,VIR,303103.44184658985,
Virginia,US,2022-02-23 04:31:17,37.7693,-78.17,1630682,18230,,,51.0,19104.66135685481,12653435.0,,1.1179371575819197,84000051.0,USA,148244.47113292114,
Washington,US,2022-02-23 04:31:17,47.4009,-121.4905,1409253,11615,,,53.0,18506.53712402788,9958651.0,,0.8241955135096395,84000053.0,USA,130778.60713210286,
West Virginia,US,2022-02-23 04:31:17,38.4912,-80.9545,485498,6219,,,54.0,27090.300070250934,5749434.0,,1.2809527536673684,84000054.0,USA,320812.63423145533,
Wisconsin,US,2022-02-23 04:31:17,44.2685,-89.6165,1567714,13108,,,55.0,26925.40611022813,,,0.8361218946823209,84000055.0,USA,,
Wyoming,US,2022-02-23 04:31:17,42.756,-107.3025,154549,1718,,,56.0,26703.515625674936,1348823.0,,1.1116215569172236,84000056.0,USA,233054.34559117013,
