Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-02-28 04:31:05,32.3182,-86.9023,1279364,18225,,,1.0,26092.509256738223,7240417.0,,1.4245359412958314,84000001.0,USA,147667.62828651172,
Alaska,US,2022-02-28 04:31:05,61.3707,-152.4044,238683,1163,,,2.0,32627.247811139438,3741734.0,,0.4872571569822736,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-02-28 04:31:05,-14.270999999999999,-170.132,84,0,,,60.0,150.9678115059039,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-02-28 04:31:05,33.7298,-111.4312,1976890,27946,,,4.0,27159.868971413507,18277270.0,,1.4136345471928131,84000004.0,USA,251105.65502134516,
Arkansas,US,2022-02-28 04:31:05,34.9697,-92.3731,819426,10497,,,5.0,27153.055665642965,4955750.0,,1.2810186642845114,84000005.0,USA,164217.09295898606,
California,US,2022-02-28 04:31:05,36.1162,-119.6816,8970299,85043,,,6.0,22680.667701232604,146476848.0,,0.9489673537287164,84000006.0,USA,370712.74881193094,
Colorado,US,2022-02-28 04:31:05,39.0598,-105.3111,1311061,11752,,,8.0,22766.471670172064,16581812.0,,0.8963732427400403,84000008.0,USA,287941.86779876694,
Connecticut,US,2022-02-28 04:31:05,41.5978,-72.7554,722377,10465,,,9.0,20261.39831099152,13175761.0,,1.4486895346889506,84000009.0,USA,369556.8126773525,
Delaware,US,2022-02-28 04:31:05,39.3185,-75.5071,256551,2709,,,10.0,26346.322106793843,3120931.0,,1.055930399803548,84000010.0,USA,320501.78482671373,
Diamond Princess,US,2022-02-28 04:31:05,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-02-28 04:31:05,38.8974,-77.0268,134326,1317,,,11.0,19033.112338806008,3059329.0,,0.9804505456873576,84000011.0,USA,433486.8345544946,
Florida,US,2022-02-28 04:31:05,27.7663,-81.6868,5844229,69790,,,12.0,27210.636763081693,54079382.0,,1.1941694960960634,84000012.0,USA,251792.73775444785,
Georgia,US,2022-02-28 04:31:05,33.0406,-83.6431,2462663,35316,,,13.0,23194.545418412734,16638702.0,,1.4340573598580073,84000013.0,USA,156711.30367510082,
