Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-03-02 04:31:54,32.3182,-86.9023,1280351,18287,,,1.0,26112.639029528764,7256666.0,,1.4282802137851258,84000001.0,USA,147999.02512346563,
Alaska,US,2022-03-02 04:31:54,61.3707,-152.4044,239494,1163,,,2.0,32738.109070528815,3741734.0,,0.4856071550853048,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-03-02 04:31:54,-14.270999999999999,-170.132,84,0,,,60.0,150.9678115059039,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-03-02 04:31:54,33.7298,-111.4312,1976890,27946,,,4.0,27159.868971413507,18277270.0,,1.4136345471928131,84000004.0,USA,251105.65502134516,
Arkansas,US,2022-03-02 04:31:54,34.9697,-92.3731,820677,10579,,,5.0,27194.509650063424,4960648.0,,1.2890576926123192,84000005.0,USA,164379.39640877934,
California,US,2022-03-02 07:31:46,36.1162,-119.6816,8981736,85557,,,6.0,22731.538035711128,147584393.0,,0.9525664080974992,84000006.0,USA,373515.79282188206,
Colorado,US,2022-03-02 04:31:54,39.0598,-105.3111,1314678,11794,,,8.0,22829.28059212994,16634855.0,,0.8971017998323544,84000008.0,USA,288862.95534297806,
Connecticut,US,2022-03-02 04:31:54,41.5978,-72.7554,723559,10471,,,9.0,20294.55132223577,13207636.0,,1.4471522018245917,84000009.0,USA,370450.85009986575,
Delaware,US,2022-03-02 04:31:54,39.3185,-75.5071,256656,2711,,,10.0,26357.10500696268,3127828.0,,1.0562776634873137,84000010.0,USA,321210.0673263748,
Diamond Princess,US,2022-03-02 04:31:54,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-03-02 04:31:54,38.8974,-77.0268,134623,1319,,,11.0,19075.195288976684,3067883.0,,0.9797731442621246,84000011.0,USA,434698.8801967839,
Florida,US,2022-03-02 04:31:54,27.7663,-81.6868,5844096,70247,,,12.0,27210.017517208642,54214426.0,,1.2020165308714983,84000012.0,USA,252421.50045882395,
