Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-03-11 04:31:19,32.3182,-86.9023,1288454,18766,,,1.0,26277.89895751435,7322511.0,,1.4564741931027418,84000001.0,USA,149341.92774696447,
Alaska,US,2022-03-11 04:31:19,61.3707,-152.4044,242742,1201,,,2.0,33182.100896048774,3741734.0,,0.49476398810259453,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-03-11 04:31:19,-14.270999999999999,-170.132,404,0,,,60.0,726.0832839093474,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-03-11 04:31:19,33.7298,-111.4312,1987318,28090,,,4.0,27303.13597849731,18462184.0,,1.413462767408135,84000004.0,USA,253646.1302177293,
Arkansas,US,2022-03-11 04:31:19,34.9697,-92.3731,824988,10836,,,5.0,27337.36186975695,4993488.0,,1.3134736505258258,84000005.0,USA,165467.60492066413,
California,US,2022-03-11 04:31:19,36.1162,-119.6816,9032841,87072,,,6.0,22856.150108284215,149897380.0,,0.9642039678338092,84000006.0,USA,379369.6446793186,
Colorado,US,2022-03-11 04:31:19,39.0598,-105.3111,1323874,11840,,,8.0,22988.968412512746,16783055.0,,0.8943449301066416,84000008.0,USA,291436.43674584146,
Connecticut,US,2022-03-11 04:31:19,41.5978,-72.7554,729354,10615,,,9.0,20457.090831677786,13418561.0,,1.4553975161581345,84000009.0,USA,376366.92361652787,
Delaware,US,2022-03-11 04:31:19,39.3185,-75.5071,257848,2753,,,10.0,26479.516597450718,3152094.0,,1.0676832862771866,84000010.0,USA,323702.0469025349,
Diamond Princess,US,2022-03-11 04:31:19,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-03-11 04:31:19,38.8974,-77.0268,135223,1326,,,11.0,19075.195288976676,3067883.0,,0.9797731442621246,84000011.0,USA,434698.8801967839,
Florida,US,2022-03-11 04:31:19,27.7663,-81.6868,5858052,71474,,,12.0,27274.99643002426,54728959.0,,1.2200984217961874,84000012.0,USA,254817.1578784115,
Georgia,US,2022-03-11 04:31:19,33.0406,-83.6431,2475489,36129,,,13.0,23315.34685959107,16902944.0,,1.4594692200207717,84000013.0,USA,159200.06201128088,
Grand Princess,US,2022-03-11 04:31:19,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-03-11 04:31:19,13.4443,144.7937,46000,335,,,66.0,28009.6694250102,364851.0,,0.7282608695652174,316.0,GUM,222159.9108561825,
Hawaii,US,2022-03-11 04:31:19,21.0943,-157.4983,237672,1354,,,15.0,16786.26316503187,3656412.0,,0.5696926857181326,84000015.0,USA,258244.5305790354,
Idaho,US,2022-03-11 04:31:19,44.2405,-114.4788,437061,4814,,,16.0,24456.91678814145,1198024.0,,1.1014480816178978,84000016.0,USA,67038.63597574795,
Illinois,US,2022-03-11 04:31:19,40.3495,-88.9861,3043893,35485,,,17.0,24020.95957637028,55470501.0,,1.1657768522086682,84000017.0,USA,437746.8794737553,
Indiana,US,2022-03-11 04:31:19,39.8494,-86.2583,1686379,23126,,,18.0,25049.37822135614,19113942.0,,1.3713406061152327,84000018.0,USA,283917.4126688392,
Iowa,US,2022-03-11 04:31:19,42.0115,-93.2105,756359,9262,,,19.0,23972.81201367957,1930630.0,,1.2245507754915324,84000019.0,USA,61191.35233132704,
Kansas,US,2022-03-11 04:31:19,38.5266,-96.7265,769120,8003,,,20.0,26400.175195670636,2255720.0,,1.0405398377366342,84000020.0,USA,77427.97377831569,
Kentucky,US,2022-03-11 04:31:19,37.6681,-84.6701,1288706,14097,,,21.0,28845.128101362836,9604863.0,,1.0938879775526769,84000021.0,USA,214985.8102864735,
Louisiana,US,2022-03-11 04:31:19,31.1695,-91.8678,1165872,16862,,,22.0,25079.020494347566,12805748.0,,1.446299422235031,84000022.0,USA,275463.87299587805,
Maine,US,2022-03-11 04:31:19,44.6939,-69.3819,231758,2140,,,23.0,17241.179218754183,3886823.0,,0.9233769708057543,84000023.0,USA,289152.52951171395,
