Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-03-12 04:31:16,32.3182,-86.9023,1288999,18832,,,1.0,26289.014181598286,7325372.0,,1.460978635359686,84000001.0,USA,149400.2775746785,
Alaska,US,2022-03-12 04:31:16,61.3707,-152.4044,243397,1201,,,2.0,33271.63742490209,3741734.0,,0.49343254025316663,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-03-12 04:31:16,-14.270999999999999,-170.132,443,39,,,60.0,796.1754821085171,2140.0,,8.803611738148984,16.0,ASM,3846.084721698028,
Arizona,US,2022-03-12 04:31:16,33.7298,-111.4312,1987318,28090,,,4.0,27303.13597849731,18462184.0,,1.413462767408135,84000004.0,USA,253646.1302177293,
Arkansas,US,2022-03-12 04:31:16,34.9697,-92.3731,825653,10864,,,5.0,27359.397760755834,4997751.0,,1.3158070036686114,84000005.0,USA,165608.8665798044,
California,US,2022-03-12 04:31:16,36.1162,-119.6816,9034032,87219,,,6.0,22868.74114878325,150046091.0,,0.9652445985744937,84000006.0,USA,379746.01175944967,
Colorado,US,2022-03-12 04:31:16,39.0598,-105.3111,1325063,11839,,,8.0,23009.615304469593,16802234.0,,0.89346695213737,84000008.0,USA,291769.4785800217,
Connecticut,US,2022-03-12 04:31:16,41.5978,-72.7554,729697,10648,,,9.0,20466.71137554985,13432084.0,,1.4592358197991768,84000009.0,USA,376746.21986953646,
Delaware,US,2022-03-12 04:31:16,39.3185,-75.5071,258024,2753,,,10.0,26497.590792019422,3154371.0,,1.066955011936874,84000010.0,USA,323935.8817947675,
Diamond Princess,US,2022-03-12 04:31:16,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-03-12 04:31:16,38.8974,-77.0268,134623,1319,,,11.0,19075.195288976676,3067883.0,,0.9797731442621246,84000011.0,USA,434698.8801967839,
Florida,US,2022-03-12 04:31:16,27.7663,-81.6868,5868330,71860,,,12.0,27322.850633658472,54764175.0,,1.224539178948696,84000012.0,USA,254981.12301123718,
Georgia,US,2022-03-12 04:31:16,33.0406,-83.6431,2476516,36193,,,13.0,23325.019639888134,16921121.0,,1.4614482603786934,84000013.0,USA,159371.26174590574,
Grand Princess,US,2022-03-12 04:31:16,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-03-12 04:31:16,13.4443,144.7937,46299,337,,,66.0,28191.732276272767,368495.0,,0.7278774919544698,316.0,GUM,224378.763799329,
Hawaii,US,2022-03-12 04:31:16,21.0943,-157.4983,237672,1354,,,15.0,16786.26316503187,3656412.0,,0.5696926857181326,84000015.0,USA,258244.5305790354,
Idaho,US,2022-03-12 04:31:16,44.2405,-114.4788,437931,4819,,,16.0,24505.599964187088,1198024.0,,1.1004016614489498,84000016.0,USA,67038.63597574795,
Illinois,US,2022-03-12 04:31:16,40.3495,-88.9861,3045718,35508,,,17.0,24035.361610616186,55602003.0,,1.1658334750623662,84000017.0,USA,438784.63087507314,
Indiana,US,2022-03-12 04:31:16,39.8494,-86.2583,1686671,23164,,,18.0,25053.7155728297,19132634.0,,1.373356155409087,84000018.0,USA,284195.0625789209,
Iowa,US,2022-03-12 04:31:16,42.0115,-93.2105,756359,9262,,,19.0,23972.81201367957,1930630.0,,1.2245507754915324,84000019.0,USA,61191.35233132704,
Kansas,US,2022-03-12 04:31:16,38.5266,-96.7265,769425,8007,,,20.0,26410.64437269721,2255720.0,,1.0406472365727655,84000020.0,USA,77427.97377831569,
Kentucky,US,2022-03-12 04:31:16,37.6681,-84.6701,1288706,14097,,,21.0,28845.128101362836,9604863.0,,1.0938879775526769,84000021.0,USA,214985.8102864735,
Louisiana,US,2022-03-12 04:31:16,31.1695,-91.8678,1166002,16887,,,22.0,25081.816918538443,12825810.0,,1.4482822499446828,84000022.0,USA,275895.4257813962,
Maine,US,2022-03-12 04:31:16,44.6939,-69.3819,232011,2142,,,23.0,17260.00065465864,3898818.0,,0.9232320881337522,84000023.0,USA,290044.8738740615,
Maryland,US,2022-03-12 04:31:16,39.0639,-76.8021,1006062,14237,,,24.0,16641.00647073613,19099624.0,,1.4151215332653455,84000024.0,USA,315921.84832806233,
Massachusetts,US,2022-03-12 04:31:16,42.2302,-71.5301,1680673,23751,,,25.0,24384.073536130487,41400547.0,,1.4131838852650098,84000025.0,USA,600660.5582906529,
Michigan,US,2022-03-12 04:31:16,43.3266,-84.5361,2371788,35188,,,26.0,23749.09343349965,22964358.0,,1.4836064606111508,84000026.0,USA,229945.7977619986,
Minnesota,US,2022-03-12 04:31:16,45.6945,-93.9002,1421869,12464,,,27.0,25212.08830647106,16021953.0,,0.8765927100175895,84000027.0,USA,284095.7175929209,
Mississippi,US,2022-03-12 04:31:16,32.7416,-89.6787,792560,12255,,,28.0,26630.38712107492,3526678.0,,1.5462551731099223,84000028.0,USA,118498.03218857654,
Missouri,US,2022-03-12 04:31:16,38.4561,-92.2884,1408095,19546,,,29.0,22942.753870187968,9709897.0,,1.3881165688394603,84000029.0,USA,158207.91706232642,
Montana,US,2022-03-12 04:31:16,46.9219,-110.4544,271641,3223,,,30.0,25416.035883972163,2735931.0,,1.1864924661593794,84000030.0,USA,255986.8373039116,
Nebraska,US,2022-03-12 04:31:16,41.1254,-98.2681,476844,4026,,,31.0,24650.642470461247,5328918.0,,0.8443012809220626,84000031.0,USA,275480.56046087487,
Nevada,US,2022-03-12 04:31:16,38.3135,-117.0554,688054,9921,,,32.0,22338.284164828015,5821076.0,,1.4418926421472733,84000032.0,USA,188986.4019874318,
New Hampshire,US,2022-03-12 04:31:16,43.4525,-71.5639,299999,2414,,,33.0,22063.438480677145,,,0.8046693488978297,84000033.0,USA,,
New Jersey,US,2022-03-12 04:31:16,40.2989,-74.521,2180216,33087,,,34.0,24545.928425309525,17689670.0,,1.5176019256807582,84000034.0,USA,199158.8786098924,
New Mexico,US,2022-03-12 04:31:16,34.8405,-106.2485,515164,7050,,,35.0,24568.717811514434,6666692.0,,1.3684962458556886,84000035.0,USA,317941.6156491541,
New York,US,2022-03-12 04:31:16,42.1657,-74.9481,4944777,67643,,,36.0,25418.36427788208,102016890.0,,1.3679686667366395,84000036.0,USA,524412.4199163329,
North Carolina,US,2022-03-12 04:31:16,35.6301,-79.8064,2608603,22922,,,37.0,24872.06433510639,22434210.0,,0.8787078754413761,84000037.0,USA,213901.89094595352,
North Dakota,US,2022-03-12 04:31:16,47.5289,-99.78399999999999,239125,2223,,,38.0,31378.68047481701,2263051.0,,0.9296393099843179,84000038.0,USA,296964.1577719398,
Northern Mariana Islands,US,2022-03-12 04:31:16,15.0979,145.6739,10379,30,,,69.0,18821.630639779487,17542.0,,0.28904518739762985,580.0,MNP,31811.25779776585,
Ohio,US,2022-03-12 04:31:16,40.3888,-82.7649,2663019,37410,,,39.0,22782.070475913457,21807102.0,,1.404796586130253,84000039.0,USA,186559.29027897786,
