Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Maine,US,2022-02-25 04:31:14,44.6939,-69.3819,224048,2024,,,23.0,16667.608978345677,3783100.0,,0.9033778476040848,84000023.0,USA,281436.26154207817,
Maryland,US,2022-02-25 04:31:14,39.0639,-76.8021,999890,14076,,,24.0,16538.917044898175,18700921.0,,1.4077548530338335,84000024.0,USA,309327.0070529701,
Massachusetts,US,2022-02-25 04:31:14,42.2302,-71.5301,1668242,23340,,,25.0,24203.71815579913,40617329.0,,1.3990775918601737,84000025.0,USA,589297.2262761438,
Michigan,US,2022-02-25 04:31:14,43.3266,-84.5361,2350468,34370,,,26.0,23535.61285597661,22662521.0,,1.4622619835709314,84000026.0,USA,226923.4554975605,
Minnesota,US,2022-02-25 04:31:14,45.6945,-93.9002,1411593,12246,,,27.0,25029.87783600065,15789637.0,,0.8675305133986921,84000027.0,USA,279976.370798662,
Mississippi,US,2022-02-25 04:31:14,32.7416,-89.6787,788479,11984,,,28.0,26493.26361012167,3484136.0,,1.5198882912544278,84000028.0,USA,117068.60106802448,
Missouri,US,2022-02-25 04:31:14,38.4561,-92.2884,1399180,19037,,,29.0,22797.497583678374,9575339.0,,1.3605826269672237,84000029.0,USA,156015.50030403616,
Montana,US,2022-02-25 04:31:14,46.9219,-110.4544,265177,3162,,,30.0,24811.23301564965,2687288.0,,1.1924111065439311,84000030.0,USA,251435.5647290644,
Nebraska,US,2022-02-25 04:31:14,41.1254,-98.2681,453522,3954,,,31.0,23445.002295275863,5173212.0,,0.8718430417929008,84000031.0,USA,267431.27613202593,
Nevada,US,2022-02-25 04:31:14,38.3135,-117.0554,679715,9612,,,32.0,22067.55112403397,5738328.0,,1.4141220952899376,84000032.0,USA,186299.91467964608,
New Hampshire,US,2022-02-25 04:31:14,43.4525,-71.5639,296870,2370,,,33.0,21833.316050248908,3533548.0,,0.798329235018695,84000033.0,USA,259874.9293048302,
New Jersey,US,2022-02-25 04:31:14,40.2989,-74.521,2161190,32800,,,34.0,24331.724495873197,17614558.0,,1.5176823879436792,84000034.0,USA,198313.2313089452,
New Mexico,US,2022-02-25 04:31:14,34.8405,-106.2485,510330,6873,,,35.0,24338.17922205388,6542502.0,,1.346775615778026,84000035.0,USA,312018.8627684947,
New York,US,2022-02-25 04:31:14,42.1657,-74.9481,4917723,67220,,,36.0,25279.294623745238,100300807.0,,1.3668927672420752,84000036.0,USA,515590.9861438736,
North Carolina,US,2022-02-25 04:31:14,35.6301,-79.8064,2578517,22449,,,37.0,24585.205457927306,22094960.0,,0.870616714956698,84000037.0,USA,210667.26772973977,
North Dakota,US,2022-02-25 04:31:14,47.5289,-99.78399999999999,237599,2230,,,38.0,31178.434300621208,2240010.0,,0.9385561387042874,84000038.0,USA,293940.6504982534,
Northern Mariana Islands,US,2022-02-25 04:31:14,15.0979,145.6739,9265,27,,,69.0,16801.465254606122,17542.0,,0.2914193200215866,580.0,MNP,31811.25779776585,
Ohio,US,2022-02-25 04:31:14,40.3888,-82.7649,2649692,36822,,,39.0,22668.058276514013,21522622.0,,1.3687251197497672,84000039.0,USA,184125.5699754472,
Oklahoma,US,2022-02-25 04:31:14,35.5653,-96.9289,1018328,14537,,,40.0,25735.03824010841,5451538.0,,1.427536118028769,84000040.0,USA,137770.48151224758,
Oregon,US,2022-02-25 04:31:14,44.571999999999996,-122.0709,691337,6578,,,41.0,16391.18323404233,10373469.0,,0.9514896497655992,84000041.0,USA,245948.6923912041,
Pennsylvania,US,2022-02-25 04:31:14,40.5908,-77.2098,2751629,43069,,,42.0,21493.761633446178,24149182.0,,1.565218276155688,84000042.0,USA,188636.17208232253,
Puerto Rico,US,2022-02-25 04:31:14,18.2208,-66.5901,472918,4098,,,72.0,14807.86825538076,3821145.0,,0.8665350018396424,630.0,PRI,119646.55975181091,
Rhode Island,US,2022-02-25 04:31:14,41.6809,-71.5118,355294,3406,,,44.0,33538.519919083294,7433039.0,,0.9586427015373185,84000044.0,USA,701653.0719933998,
South Carolina,US,2022-02-25 04:31:14,33.8569,-80.945,1458075,16643,,,45.0,28319.20747588621,12557058.0,,1.1414364830341377,84000045.0,USA,243887.2697143403,
South Dakota,US,2022-02-25 04:31:14,44.2998,-99.4388,235654,2788,,,46.0,26637.834465031163,1274797.0,,1.1830904631366326,84000046.0,USA,144100.3821811568,
Tennessee,US,2022-02-25 04:31:14,35.7478,-86.6923,1999965,24107,,,47.0,29285.60613626187,12448698.0,,1.2053710939941449,84000047.0,USA,182287.023291543,
Texas,US,2022-02-25 04:31:14,31.0545,-97.5635,6600661,84462,,,48.0,22764.133291897564,45698492.0,,1.2795991189367246,84000048.0,USA,157603.39201281723,
Utah,US,2022-02-25 04:31:14,40.15,-111.8624,921531,4397,,,49.0,28744.325409128884,5793733.0,,0.4771407581513807,84000049.0,USA,180717.68251486766,
Vermont,US,2022-02-25 04:31:14,44.0459,-72.7107,111794,593,,,50.0,17916.020955497614,3346964.0,,0.5304399162745764,84000050.0,USA,536381.8913474436,
Virgin Islands,US,2022-02-25 04:31:14,18.3358,-64.8963,15341,109,,,78.0,14301.562441734719,325133.0,,0.7105143080633596,850.0,VIR,303103.44184658985,
Virginia,US,2022-02-25 04:31:14,37.7693,-78.17,1634851,18440,,,51.0,19153.50431532049,12709771.0,,1.1279315362684428,84000051.0,USA,148904.48958053987,
Washington,US,2022-02-25 04:31:14,47.4009,-121.4905,1414222,11732,,,53.0,18571.790831466707,9958651.0,,0.8295727262056453,84000053.0,USA,130778.60713210286,
West Virginia,US,2022-02-25 04:31:14,38.4912,-80.9545,487446,6288,,,54.0,27198.99651088889,5763305.0,,1.2899890449403626,84000054.0,USA,321586.6220795504,
Wisconsin,US,2022-02-25 04:31:14,44.2685,-89.6165,1569673,13223,,,55.0,26959.05183296196,,,0.8424047556401875,84000055.0,USA,,
Wyoming,US,2022-02-25 04:31:14,42.756,-107.3025,154797,1718,,,56.0,26746.365931242533,1353209.0,,1.1098406299863692,84000056.0,USA,233812.173979152,
