Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-02-25 04:31:14,32.3182,-86.9023,1276580,18102,,,1.0,26035.729836830556,7222998.0,,1.418007488759028,84000001.0,USA,147312.36940886386,
Alaska,US,2022-02-25 04:31:14,61.3707,-152.4044,237754,1163,,,2.0,32500.2563068574,3741734.0,,0.4891610656392742,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-02-25 04:31:14,-14.270999999999999,-170.132,72,0,,,60.0,129.40098129077478,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-02-25 04:31:14,33.7298,-111.4312,1973479,27876,,,4.0,27113.00631690997,18199978.0,,1.4125308655425266,84000004.0,USA,250043.7645810381,
Arkansas,US,2022-02-25 04:31:14,34.9697,-92.3731,817798,10381,,,5.0,27099.109153543443,4945279.0,,1.2693843712016903,84000005.0,USA,163870.11880161866,
California,US,2022-02-25 07:31:26,36.1162,-119.6816,8953448,84728,,,6.0,22641.464642472787,145945122.0,,0.9470893946957718,84000006.0,USA,369367.0234651186,
Colorado,US,2022-02-25 04:31:14,39.0598,-105.3111,1309778,11750,,,8.0,22744.19247557103,16543913.0,,0.8970985922805239,84000008.0,USA,287283.75462948816,
Connecticut,US,2022-02-25 04:31:14,41.5978,-72.7554,721954,10443,,,9.0,20249.5339084904,13153643.0,,1.4464910506763589,84000009.0,USA,368936.4418628851,
Delaware,US,2022-02-25 04:31:14,39.3185,-75.5071,256207,2703,,,10.0,26310.99527195501,3108712.0,,1.0550063034967818,84000010.0,USA,319246.96332992386,
Diamond Princess,US,2022-02-25 04:31:14,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-02-25 04:31:14,38.8974,-77.0268,134214,1317,,,11.0,19017.24267409518,3046166.0,,0.9812687201037148,84000011.0,USA,431621.72387066786,
Florida,US,2022-02-25 04:31:14,27.7663,-81.6868,5818706,69553,,,12.0,27091.802083245548,53910595.0,,1.195334495332811,84000012.0,USA,251006.8681816897,
Georgia,US,2022-02-25 04:31:14,33.0406,-83.6431,2461103,35194,,,13.0,23179.852587581747,16586062.0,,1.4300092275699148,84000013.0,USA,156215.51481936814,
Grand Princess,US,2022-02-25 04:31:14,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-02-25 04:31:14,13.4443,144.7937,43836,321,,,66.0,26691.997150320592,356833.0,,0.7322748425951273,316.0,GUM,217277.70369423184,
Hawaii,US,2022-02-25 04:31:14,21.0943,-157.4983,235124,1312,,,15.0,16606.303394657145,3579350.0,,0.5580034364845784,84000015.0,USA,252801.8069430005,
Idaho,US,2022-02-25 04:31:14,44.2405,-114.4788,421587,4722,,,16.0,23591.02774661246,1189027.0,,1.1200535120864732,84000016.0,USA,66535.18478622769,
Illinois,US,2022-02-25 04:31:14,40.3495,-88.9861,3024663,35013,,,17.0,23869.205538809303,54055396.0,,1.157583505997197,84000017.0,USA,426579.54211947904,
Indiana,US,2022-02-25 04:31:14,39.8494,-86.2583,1679591,22736,,,18.0,24948.549653539198,18870779.0,,1.3536628857858848,84000018.0,USA,280305.48322922946,
Iowa,US,2022-02-25 04:31:14,42.0115,-93.2105,748057,9085,,,19.0,23709.679975404662,1932853.0,,1.2144796452676734,84000019.0,USA,61261.81035603014,
Kansas,US,2022-02-25 04:31:14,38.5266,-96.7265,764957,7928,,,20.0,26257.27951055053,2243917.0,,1.0363981243390152,84000020.0,USA,77022.83378997253,
Kentucky,US,2022-02-25 04:31:14,37.6681,-84.6701,1270258,13689,,,21.0,28432.206206676274,9496681.0,,1.0776550905406619,84000021.0,USA,212564.37075855825,
Louisiana,US,2022-02-25 04:31:14,31.1695,-91.8678,1161957,16582,,,22.0,24994.805104291558,12566246.0,,1.4270751843656866,84000022.0,USA,270311.9561761609,
