Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-03-09 04:31:16,32.3182,-86.9023,1287286,18648,,,1.0,26254.077706633547,7307577.0,,1.448629131366301,84000001.0,USA,149037.35021215802,
Alaska,US,2022-03-09 04:31:16,61.3707,-152.4044,241256,1191,,,2.0,32978.96916799377,3741734.0,,0.49366647876115,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-03-09 04:31:16,-14.270999999999999,-170.132,304,0,,,60.0,546.3596987832714,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-03-09 04:31:16,33.7298,-111.4312,1980769,27708,,,4.0,27213.161330492723,18322195.0,,1.3988506484097842,84000004.0,USA,251722.8654445557,
Arkansas,US,2022-03-09 04:31:16,34.9697,-92.3731,823926,10760,,,5.0,27302.17071751512,4985712.0,,1.3059425239645308,84000005.0,USA,165209.93411102908,
California,US,2022-03-09 04:31:16,36.1162,-119.6816,9021945,86699,,,6.0,22826.857906729267,148551611.0,,0.961250300602069,84000006.0,USA,375963.688502163,
Colorado,US,2022-03-09 04:31:16,39.0598,-105.3111,1321502,11829,,,8.0,22947.778818129533,16756666.0,,0.8951178280471767,84000008.0,USA,290978.1938258673,
Connecticut,US,2022-03-09 04:31:16,41.5978,-72.7554,728733,10591,,,9.0,20439.672879069763,13355307.0,,1.4533443661807548,84000009.0,USA,374592.7606950016,
Delaware,US,2022-03-09 04:31:16,39.3185,-75.5071,257367,2752,,,10.0,26430.120645248746,3149322.0,,1.0692901576348173,84000010.0,USA,323417.3783380778,
Diamond Princess,US,2022-03-09 04:31:16,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-03-09 04:31:16,38.8974,-77.0268,134623,1319,,,11.0,19075.195288976676,3067883.0,,0.9797731442621246,84000011.0,USA,434698.8801967839,
Florida,US,2022-03-09 04:31:16,27.7663,-81.6868,5858052,71326,,,12.0,27274.99643002426,54614533.0,,1.2175719846802315,84000012.0,USA,254284.3922523123,
Georgia,US,2022-03-09 04:31:16,33.0406,-83.6431,2473056,35946,,,13.0,23292.431694583516,16873049.0,,1.4535052987073482,84000013.0,USA,158918.4965127602,
Grand Princess,US,2022-03-09 04:31:16,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-03-09 04:31:16,13.4443,144.7937,45837,334,,,66.0,27910.417770308533,364851.0,,0.728668979208936,316.0,GUM,222159.9108561825,
Hawaii,US,2022-03-09 04:31:16,21.0943,-157.4983,237518,1354,,,15.0,16775.386475613614,3650187.0,,0.5700620584545172,84000015.0,USA,257804.87219183656,
Idaho,US,2022-03-09 04:31:16,44.2405,-114.4788,434981,4796,,,16.0,24340.524827020843,1196643.0,,1.1025768941631933,84000016.0,USA,66961.35842848469,
Illinois,US,2022-03-09 04:31:16,40.3495,-88.9861,3040861,35411,,,17.0,23997.032470708036,55333070.0,,1.1645057107181156,84000017.0,USA,436662.3392170707,
Indiana,US,2022-03-09 04:31:16,39.8494,-86.2583,1685532,23038,,,18.0,25036.796931294124,19078384.0,,1.3668088176314659,84000018.0,USA,283389.23614932905,
Iowa,US,2022-03-09 04:31:16,42.0115,-93.2105,755968,9171,,,19.0,23960.419261696254,1930630.0,,1.2131465882153742,84000019.0,USA,61191.35233132704,
Kansas,US,2022-03-09 04:31:16,38.5266,-96.7265,768593,7988,,,20.0,26382.085830775537,2252499.0,,1.039301685027056,84000020.0,USA,77317.41240388094,
Kentucky,US,2022-03-09 04:31:16,37.6681,-84.6701,1286697,14018,,,21.0,28800.16062052885,9604863.0,,1.0894561812143806,84000021.0,USA,214985.8102864735,
Louisiana,US,2022-03-09 04:31:16,31.1695,-91.8678,1165373,16813,,,22.0,25068.286527645665,12771636.0,,1.4427140494931665,84000022.0,USA,274730.0912881921,
Maine,US,2022-03-09 04:31:16,44.6939,-69.3819,231285,2138,,,23.0,17205.991316845855,3863132.0,,0.92440063125581,84000023.0,USA,287390.0843021785,
Maryland,US,2022-03-09 04:31:16,39.0639,-76.8021,1005056,14206,,,24.0,16624.366489791057,19028915.0,,1.4134535787060623,84000024.0,USA,314752.26938905136,
Massachusetts,US,2022-03-09 04:31:16,42.2302,-71.5301,1678247,23679,,,25.0,24348.875872814275,41176499.0,,1.4109365307967183,84000025.0,USA,597409.9539746301,
Michigan,US,2022-03-09 04:31:16,43.3266,-84.5361,2367688,34858,,,26.0,23708.03947628368,22919064.0,,1.472237896209298,84000026.0,USA,229492.2616795254,
Minnesota,US,2022-03-09 04:31:16,45.6945,-93.9002,1420149,12411,,,27.0,25181.589862600966,15957137.0,,0.873922384200531,84000027.0,USA,282946.4227453139,
Mississippi,US,2022-03-09 04:31:16,32.7416,-89.6787,791966,12206,,,28.0,26610.42844293078,3526459.0,,1.5412277799804537,84000028.0,USA,118490.67368602847,
Missouri,US,2022-03-09 04:31:16,38.4561,-92.2884,1406726,19527,,,29.0,22920.44810953383,9679987.0,,1.388116804551846,84000029.0,USA,157720.57936972947,
Montana,US,2022-03-09 04:31:16,46.9219,-110.4544,271336,3209,,,30.0,25387.4986199192,2724154.0,,1.1826665094200548,84000030.0,USA,254884.92465226643,
Nebraska,US,2022-03-09 04:31:16,41.1254,-98.2681,476572,4017,,,31.0,24636.581321003636,5314376.0,,0.8428946727881621,84000031.0,USA,274728.80591891677,
Nevada,US,2022-03-09 04:31:16,38.3135,-117.0554,686236,9843,,,32.0,22279.26118027788,5806830.0,,1.434346201598284,84000032.0,USA,188523.892945682,
New Hampshire,US,2022-03-09 04:31:16,43.4525,-71.5639,299749,2408,,,33.0,22045.052220655714,,,0.8033387934571925,84000033.0,USA,,
New Jersey,US,2022-03-09 04:31:16,40.2989,-74.521,2176633,33050,,,34.0,24505.58927471716,17666296.0,,1.51840020802772,84000034.0,USA,198895.72278908693,
New Mexico,US,2022-03-09 04:31:16,34.8405,-106.2485,514170,7010,,,35.0,24521.31289675982,6639479.0,,1.3633623120757725,84000035.0,USA,316643.798802859,
New York,US,2022-03-09 04:31:16,42.1657,-74.9481,4939110,67607,,,36.0,25389.233364523854,101681591.0,,1.3688093603908396,84000036.0,USA,522688.8331653007,
North Carolina,US,2022-03-09 04:31:16,35.6301,-79.8064,2603138,22817,,,37.0,24819.957582338204,22385011.0,,0.8765190320298041,84000037.0,USA,213432.79668622027,
North Dakota,US,2022-03-09 04:31:16,47.5289,-99.78399999999999,238863,2214,,,38.0,31344.300070073037,2258277.0,,0.9268911468080029,84000038.0,USA,296337.69955725386,
Northern Mariana Islands,US,2022-03-09 04:31:16,15.0979,145.6739,10229,30,,,69.0,18549.615552009283,17542.0,,0.2932838009580604,580.0,MNP,31811.25779776585,
Ohio,US,2022-03-09 04:31:16,40.3888,-82.7649,2660728,37410,,,39.0,22762.471020010096,21762024.0,,1.3985646033717087,84000039.0,USA,186173.64895500927,
Oklahoma,US,2022-03-09 04:31:16,35.5653,-96.9289,1024471,14835,,,40.0,25890.28324948553,5503034.0,,1.4480644156838016,84000040.0,USA,139071.88099179903,
Oregon,US,2022-03-09 04:31:16,44.571999999999996,-122.0709,698127,6772,,,41.0,16552.17003810337,10568957.0,,0.9700240787134718,84000041.0,USA,250583.59494676892,
Pennsylvania,US,2022-03-09 04:31:16,40.5908,-77.2098,2765682,43692,,,42.0,21603.53363840572,24435369.0,,1.579791169049804,84000042.0,USA,190871.66064585745,
Puerto Rico,US,2022-03-09 04:31:16,18.2208,-66.5901,475364,4140,,,72.0,14884.456682449852,3858179.0,,0.8709115540932844,630.0,PRI,120806.15738389465,
Rhode Island,US,2022-03-09 04:31:16,41.6809,-71.5118,357266,3419,,,44.0,33724.66987174344,7508010.0,,0.956990029837712,84000044.0,USA,708730.0740729553,
South Carolina,US,2022-03-09 04:31:16,33.8569,-80.945,1463920,17221,,,45.0,28432.730969325545,12668961.0,,1.1763620962894148,84000045.0,USA,246060.68622184105,
South Dakota,US,2022-03-09 04:31:16,44.2998,-99.4388,236432,2843,,,46.0,26725.77795512169,1283976.0,,1.2024599039047168,84000046.0,USA,145137.95711115812,
Tennessee,US,2022-03-09 04:31:16,35.7478,-86.6923,2013409,24713,,,47.0,29482.467425782386,12520476.0,,1.2274207575311324,84000047.0,USA,183338.07280353372,
Texas,US,2022-03-09 04:31:16,31.0545,-97.5635,6647959,85914,,,48.0,22927.25301224681,46383368.0,,1.29233649004153,84000048.0,USA,159965.36887428944,
Utah,US,2022-03-09 04:31:16,40.15,-111.8624,924891,4485,,,49.0,28849.130275568175,5865687.0,,0.48492200702569277,84000049.0,USA,182962.0662528954,
Vermont,US,2022-03-09 04:31:16,44.0459,-72.7107,113454,608,,,50.0,18182.051286160495,3396197.0,,0.5359000123398029,84000050.0,USA,544271.9342808927,
Virgin Islands,US,2022-03-09 04:31:16,18.3358,-64.8963,15440,109,,,78.0,14393.854644441959,336608.0,,0.7059585492227979,850.0,VIR,313800.9471603833,
Virginia,US,2022-03-09 04:31:16,37.7693,-78.17,1649266,19098,,,51.0,19322.386840214403,12883848.0,,1.1579696665061912,84000051.0,USA,150943.93205615267,
Washington,US,2022-03-09 04:31:16,47.4009,-121.4905,1432321,12076,,,53.0,18809.46981132893,9958651.0,,0.8431070968030211,84000053.0,USA,130778.60713210286,
West Virginia,US,2022-03-09 04:31:16,38.4912,-80.9545,493653,6470,,,54.0,27545.340867685518,5869620.0,,1.3106372289847321,84000054.0,USA,327518.8921444502,
Wisconsin,US,2022-03-09 04:31:16,44.2685,-89.6165,1576128,13562,,,55.0,27069.91612098995,,,0.8604631095951598,84000055.0,USA,,
Wyoming,US,2022-03-09 04:31:16,42.756,-107.3025,155558,1749,,,56.0,26877.85416727861,1370882.0,,1.124339474665398,84000056.0,USA,236865.77660131425,
