Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Maine,US,2022-03-17 04:31:37,44.6939,-69.3819,232953,2167,,,23.0,17330.07888636614,3899087.0,,0.9302305615295792,84000023.0,USA,290064.88559840264,
Maryland,US,2022-03-17 04:31:37,39.0639,-76.8021,1007372,14280,,,24.0,16662.67483558508,19199017.0,,1.4175498227070042,84000024.0,USA,317565.88175358274,
Massachusetts,US,2022-03-17 04:31:37,42.2302,-71.5301,1684036,20012,,,25.0,24432.8656802906,41608039.0,,1.1883356412808277,84000025.0,USA,603670.9595918928,
Michigan,US,2022-03-17 04:31:37,43.3266,-84.5361,2375430,35353,,,26.0,23785.561363299785,23076237.0,,1.4882779117886025,84000026.0,USA,231066.0601228194,
Minnesota,US,2022-03-17 04:31:37,45.6945,-93.9002,1423683,12512,,,27.0,25244.253525761964,16083693.0,,0.8788473276705558,84000027.0,USA,285190.4698746301,
Mississippi,US,2022-03-17 04:31:37,32.7416,-89.6787,793201,12308,,,28.0,26651.925021227096,3527082.0,,1.5516874033189567,84000028.0,USA,118511.60677775205,
Missouri,US,2022-03-17 04:31:37,38.4561,-92.2884,1410021,19856,,,29.0,22974.1350937233,9743959.0,,1.4082059770741002,84000029.0,USA,158762.90524304318,
Montana,US,2022-03-17 04:31:37,46.9219,-110.4544,271948,3228,,,30.0,25444.760277625475,2748063.0,,1.186991630752938,84000030.0,USA,257121.9654596184,
Nebraska,US,2022-03-17 04:31:37,41.1254,-98.2681,477109,4044,,,31.0,24664.341752101933,5343484.0,,0.8476050546101624,84000031.0,USA,276233.5556924909,
Nevada,US,2022-03-17 04:31:37,38.3135,-117.0554,704466,9948,,,32.0,22871.114320183784,5826823.0,,1.4121334457589152,84000032.0,USA,189172.98344629304,
New Hampshire,US,2022-03-17 04:31:37,43.4525,-71.5639,300692,2428,,,33.0,22114.405193456547,3608722.0,,0.8074707674297953,84000033.0,USA,265403.6041482344,
New Jersey,US,2022-03-17 04:31:37,40.2989,-74.521,2184240,33136,,,34.0,24591.23256764379,17706345.0,,1.5170494084899095,84000034.0,USA,199346.61384185657,
New Mexico,US,2022-03-17 04:31:37,34.8405,-106.2485,515818,7116,,,35.0,24599.9077654878,6697397.0,,1.3795563551485217,84000035.0,USA,319405.9696808848,
New York,US,2022-03-17 04:31:37,42.1657,-74.9481,4954524,67764,,,36.0,25468.468215150944,102551441.0,,1.3677196840705586,84000036.0,USA,527160.251020366,
North Carolina,US,2022-03-17 04:31:37,35.6301,-79.8064,2612382,22966,,,37.0,24908.095701750673,22510599.0,,0.8791210473812788,84000037.0,USA,214630.23179448216,
North Dakota,US,2022-03-17 04:31:37,47.5289,-99.78399999999999,239339,2229,,,38.0,31406.762179455214,2267563.0,,0.9313149967201334,84000038.0,USA,297556.2355818818,
Northern Mariana Islands,US,2022-03-17 04:31:37,15.0979,145.6739,10575,31,,,69.0,19177.06368779922,17542.0,,0.29314420803782504,580.0,MNP,31811.25779776585,
Ohio,US,2022-03-17 04:31:37,40.3888,-82.7649,2663835,37410,,,39.0,22789.0513384264,21858527.0,,1.4043662614238497,84000039.0,USA,186999.23005192872,
Oklahoma,US,2022-03-17 04:31:37,35.5653,-96.9289,1026650,15053,,,40.0,25945.35062298915,5503034.0,,1.4662251010568352,84000040.0,USA,139071.88099179903,
Oregon,US,2022-03-17 04:31:37,44.571999999999996,-122.0709,700660,6933,,,41.0,16612.225940119082,10675104.0,,0.9894956184169212,84000041.0,USA,253100.27628560056,
Pennsylvania,US,2022-03-17 04:31:37,40.5908,-77.2098,2772116,43962,,,42.0,21653.791453812373,24582473.0,,1.5858643721979888,84000042.0,USA,192020.73209092746,
Puerto Rico,US,2022-03-17 04:31:37,18.2208,-66.5901,476848,4152,,,72.0,14930.923250630774,3884471.0,,0.8707177129819146,630.0,PRI,121629.40469562833,
Rhode Island,US,2022-03-17 04:31:37,41.6809,-71.5118,358637,3427,,,44.0,33854.08751124499,7552053.0,,0.9555623095218844,84000044.0,USA,712887.5803432445,
South Carolina,US,2022-03-17 04:31:37,33.8569,-80.945,1465739,17380,,,45.0,28468.06017968759,12683022.0,,1.1857499868666932,84000045.0,USA,246333.783542842,
South Dakota,US,2022-03-17 04:31:37,44.2998,-99.4388,236750,2870,,,46.0,26761.724008911908,1289690.0,,1.2122492080253429,84000046.0,USA,145783.855700332,
Tennessee,US,2022-03-17 04:31:37,35.7478,-86.6923,2016768,25400,,,47.0,29531.653462043872,12590656.0,,1.2594408479309471,84000047.0,USA,184365.72270672853,
Texas,US,2022-03-17 04:31:37,31.0545,-97.5635,6679619,86626,,,48.0,23036.440934489965,46787815.0,,1.2968703753911712,84000048.0,USA,161360.21181767163,
Utah,US,2022-03-17 04:31:37,40.15,-111.8624,926149,4553,,,49.0,28888.36971663384,5896559.0,,0.4916055623879095,84000049.0,USA,183925.0233471555,
Vermont,US,2022-03-17 04:31:37,44.0459,-72.7107,114535,609,,,50.0,18355.291519562044,3420242.0,,0.5317151962282272,84000050.0,USA,548125.367594621,
Virgin Islands,US,2022-03-17 04:31:37,18.3358,-64.8963,15572,109,,,78.0,14516.910914718277,343064.0,,0.6999743128692525,850.0,VIR,319819.51747026143,
Virginia,US,2022-03-17 04:31:37,37.7693,-78.17,1657409,19392,,,51.0,19417.788186049376,12972259.0,,1.1700189874677889,84000051.0,USA,151979.7331597528,
Washington,US,2022-03-17 04:31:37,47.4009,-121.4905,1440633,12219,,,53.0,18918.624332607167,9958651.0,,0.8481688257869978,84000053.0,USA,130778.60713210286,
West Virginia,US,2022-03-17 04:31:37,38.4912,-80.9545,495960,6622,,,54.0,27674.06914722955,5925772.0,,1.3351883216388418,84000054.0,USA,330652.11726493423,
Wisconsin,US,2022-03-17 04:31:37,44.2685,-89.6165,1579385,13868,,,55.0,27125.85492596395,,,0.8780632967895732,84000055.0,USA,,
Wyoming,US,2022-03-17 04:31:37,42.756,-107.3025,155815,1769,,,56.0,26922.25952425793,1379407.0,,1.1353207329204504,84000056.0,USA,238338.75585520052,
