Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Kansas,US,2022-03-04 04:31:36,38.5266,-96.7265,767736,7975,,,20.0,26352.66915958939,2250041.0,,1.0387685350172455,84000020.0,USA,77233.04113459792,
Kentucky,US,2022-03-04 04:31:36,37.6681,-84.6701,1284658,13973,,,21.0,28754.521649189635,9574373.0,,1.0876824804734022,84000021.0,USA,214303.3521029852,
Louisiana,US,2022-03-04 04:31:36,31.1695,-91.8678,1164344,16711,,,22.0,25046.151754627113,12712012.0,,1.4352287640078878,84000022.0,USA,273447.5220885245,
Maine,US,2022-03-04 04:31:36,44.6939,-69.3819,229275,2078,,,23.0,17056.461331992276,3835239.0,,0.9063351870025079,84000023.0,USA,285315.0395919691,
Maryland,US,2022-03-04 04:31:36,39.0639,-76.8021,1003510,14160,,,24.0,16598.794511121992,18896559.0,,1.4110472242429073,84000024.0,USA,312563.0036654272,
Massachusetts,US,2022-03-04 04:31:36,42.2302,-71.5301,1674585,23552,,,25.0,24295.745681938766,40979432.0,,1.4064380130002359,84000025.0,USA,594550.8039677313,
Michigan,US,2022-03-04 04:31:36,43.3266,-84.5361,2363519,34766,,,26.0,23666.294611007248,22805819.0,,1.4709422687103424,84000026.0,USA,228358.32134173944,
Minnesota,US,2022-03-04 04:31:36,45.6945,-93.9002,1417015,12362,,,27.0,25126.018860805103,15898366.0,,0.8723972576154805,84000027.0,USA,281904.31574258744,
Mississippi,US,2022-03-04 04:31:36,32.7416,-89.6787,790986,12124,,,28.0,26577.499984039776,3507247.0,,1.5327704915131242,84000028.0,USA,117845.1414898918,
Missouri,US,2022-03-04 04:31:36,38.4561,-92.2884,1404215,19310,,,29.0,22879.53520595272,9639868.0,,1.375145543951603,84000029.0,USA,157066.90164023105,
Montana,US,2022-03-04 04:31:36,46.9219,-110.4544,268950,3203,,,30.0,25164.253006704854,2711781.0,,1.1909276817252277,84000030.0,USA,253727.2473797177,
Nebraska,US,2022-03-04 04:31:36,41.1254,-98.2681,476008,4002,,,31.0,24607.42511404006,5295534.0,,0.8407421724004639,84000031.0,USA,273754.7611465627,
Nevada,US,2022-03-04 04:31:36,38.3135,-117.0554,684821,9773,,,32.0,22233.321948628574,5777472.0,,1.427088246417677,84000032.0,USA,187570.7594030952,
New Hampshire,US,2022-03-04 04:31:36,43.4525,-71.5639,298993,2398,,,33.0,21989.452170350905,3571454.0,,0.8020254654791249,84000033.0,USA,262662.7275943197,
New Jersey,US,2022-03-04 04:31:36,40.2989,-74.521,2171339,32982,,,34.0,24445.98685684499,17640594.0,,1.5189705522721233,84000034.0,USA,198606.35721595687,
New Mexico,US,2022-03-04 04:31:36,34.8405,-106.2485,512938,6956,,,35.0,24462.55750945833,6601251.0,,1.3561093153558519,84000035.0,USA,314820.66491831234,
New York,US,2022-03-04 04:31:36,42.1657,-74.9481,4930987,67479,,,36.0,25347.47751324295,101032917.0,,1.368468422244877,84000036.0,USA,519354.3588240735,
North Carolina,US,2022-03-04 04:31:36,35.6301,-79.8064,2595368,22725,,,37.0,24745.873507496697,22266269.0,,0.8755983737181009,84000037.0,USA,212300.63565471055,
North Dakota,US,2022-03-04 04:31:36,47.5289,-99.78399999999999,238587,2205,,,38.0,31297.322265117535,2251805.0,,0.9245089201484246,84000038.0,USA,295488.4248263265,
Northern Mariana Islands,US,2022-03-04 04:31:36,15.0979,145.6739,9922,30,,,69.0,17992.891339039605,17542.0,,0.3023583954847813,580.0,MNP,31811.25779776585,
Ohio,US,2022-03-04 04:31:36,40.3888,-82.7649,2657358,37875,,,39.0,22733.64074222994,21663263.0,,1.4003382306787417,84000039.0,USA,185328.7507164795,
Oklahoma,US,2022-03-04 04:31:36,35.5653,-96.9289,1023358,14786,,,40.0,25862.155674125486,5478938.0,,1.4448511664539683,84000040.0,USA,138462.93035758918,
Oregon,US,2022-03-04 04:31:36,44.571999999999996,-122.0709,696003,6686,,,41.0,16501.811279366164,10491665.0,,0.9606280432699285,84000041.0,USA,248751.04825170466,
Pennsylvania,US,2022-03-04 04:31:36,40.5908,-77.2098,2760952,43486,,,42.0,21566.58625468277,24317566.0,,1.5750364367073386,84000042.0,USA,189951.4676977148,
Puerto Rico,US,2022-03-04 04:31:36,18.2208,-66.5901,474458,4128,,,72.0,14856.088278964735,3842584.0,,0.8700453991712649,630.0,PRI,120317.85136584785,
Rhode Island,US,2022-03-04 04:31:36,41.6809,-71.5118,356627,3415,,,44.0,33664.35049053156,7478888.0,,0.957583133077417,84000044.0,USA,705981.0583927481,
South Carolina,US,2022-03-04 04:31:36,33.8569,-80.945,1462329,16959,,,45.0,28401.830049212287,12619326.0,,1.1597253422451446,84000045.0,USA,245096.6590880752,
South Dakota,US,2022-03-04 04:31:36,44.2998,-99.4388,236221,2820,,,46.0,26701.926957166546,1281126.0,,1.193797333852621,84000046.0,USA,144815.79908190612,
Tennessee,US,2022-03-04 04:31:36,35.7478,-86.6923,2011684,24658,,,47.0,29433.54496458869,12520476.0,,1.2257296768069539,84000047.0,USA,183338.07280353372,
Texas,US,2022-03-04 04:31:36,31.0545,-97.5635,6630636,85378,,,48.0,22867.510043926584,46100230.0,,1.2876291203438102,84000048.0,USA,158988.89224990268,
Utah,US,2022-03-04 04:31:36,40.15,-111.8624,923987,4442,,,49.0,28820.93277578808,5838254.0,,0.4807426944318481,84000049.0,USA,182106.3781871129,
Vermont,US,2022-03-04 04:31:36,44.0459,-72.7107,112906,604,,,50.0,18094.229225194675,3375810.0,,0.5349582838821675,84000050.0,USA,541004.7292500349,
Virgin Islands,US,2022-03-04 04:31:36,18.3358,-64.8963,15412,109,,,78.0,14367.75179923183,335316.0,,0.7072411108227356,850.0,VIR,312596.4873028303,
Virginia,US,2022-03-04 04:31:36,37.7693,-78.17,1644694,18905,,,51.0,19268.822434816208,12816546.0,,1.1494539409762545,84000051.0,USA,150155.43870267292,
Washington,US,2022-03-04 04:31:36,47.4009,-121.4905,1427013,11954,,,53.0,18739.76430135,9958651.0,,0.8376938402102854,84000053.0,USA,130778.60713210286,
West Virginia,US,2022-03-04 04:31:36,38.4912,-80.9545,491698,6427,,,54.0,27436.253834088388,5826518.0,,1.3071031405456195,84000054.0,USA,325113.8438978499,
Wisconsin,US,2022-03-04 04:31:36,44.2685,-89.6165,1574039,13450,,,55.0,27034.037655042546,,,0.8544896282747759,84000055.0,USA,,
Wyoming,US,2022-03-04 04:31:36,42.756,-107.3025,155349,1741,,,56.0,26841.742417828493,1363908.0,,1.1207024184256094,84000056.0,USA,235660.7845407156,
