Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-03-04 04:31:36,32.3182,-86.9023,1282372,18407,,,1.0,26153.857135718925,7274278.0,,1.4353869236071903,84000001.0,USA,148358.22021808274,
Alaska,US,2022-03-04 04:31:36,61.3707,-152.4044,240085,1191,,,2.0,32818.89699198272,3741734.0,,0.4960743070162651,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-03-04 04:31:36,-14.270999999999999,-170.132,155,0,,,60.0,278.57155694541797,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-03-04 04:31:36,33.7298,-111.4312,1980769,27708,,,4.0,27213.161330492723,18322195.0,,1.3988506484097842,84000004.0,USA,251722.8654445557,
Arkansas,US,2022-03-04 04:31:36,34.9697,-92.3731,821717,10661,,,5.0,27228.971795384987,4968806.0,,1.2974053110742507,84000005.0,USA,164649.72542948448,
California,US,2022-03-04 04:31:36,36.1162,-119.6816,9001177,86021,,,6.0,22774.80312864199,147736697.0,,0.9559686141455485,84000006.0,USA,373901.25329065893,
Colorado,US,2022-03-04 04:31:36,39.0598,-105.3111,1316450,11809,,,8.0,22860.05123346512,16670454.0,,0.8970336890880778,84000008.0,USA,289481.12919223943,
Connecticut,US,2022-03-04 04:31:36,41.5978,-72.7554,724401,10515,,,9.0,20318.16793430655,13221767.0,,1.4515441033350314,84000009.0,USA,370847.1996784551,
Delaware,US,2022-03-04 04:31:36,39.3185,-75.5071,256895,2711,,,10.0,26381.648941632673,3131191.0,,1.0552949648689154,84000010.0,USA,321555.42821463925,
Diamond Princess,US,2022-03-04 04:31:36,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-03-04 04:31:36,38.8974,-77.0268,134678,1321,,,11.0,19075.195288976676,3067883.0,,0.9797731442621246,84000011.0,USA,434698.8801967839,
Florida,US,2022-03-04 04:31:36,27.7663,-81.6868,5844096,70789,,,12.0,27210.017517208635,54330058.0,,1.2112908480627287,84000012.0,USA,252959.88120163683,
Georgia,US,2022-03-04 04:31:36,33.0406,-83.6431,2469089,35708,,,13.0,23255.068579258827,16757211.0,,1.4462014127477787,84000013.0,USA,157827.4784757092,
Grand Princess,US,2022-03-04 04:31:36,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-03-04 04:31:36,13.4443,144.7937,45241,331,,,66.0,27547.50987949753,359438.0,,0.7316372317145952,316.0,GUM,218863.9034518873,
Hawaii,US,2022-03-04 04:31:36,21.0943,-157.4983,236749,1344,,,15.0,16721.073656375716,3623510.0,,0.5676898318472307,84000015.0,USA,255920.7329476111,
Idaho,US,2022-03-04 04:31:36,44.2405,-114.4788,430918,4772,,,16.0,24113.168799120347,1193757.0,,1.1074032646582412,84000016.0,USA,66799.86458242983,
Illinois,US,2022-03-04 04:31:36,40.3495,-88.9861,3035870,35319,,,17.0,23957.645866367588,54817964.0,,1.1633897367146815,84000017.0,USA,432597.3670240449,
Indiana,US,2022-03-04 04:31:36,39.8494,-86.2583,1683176,22963,,,18.0,25001.801040637565,18995229.0,,1.3642661254675685,84000018.0,USA,282154.0564856848,
Iowa,US,2022-03-04 04:31:36,42.0115,-93.2105,755022,9171,,,19.0,23930.43577480056,1930630.0,,1.2146665924966424,84000019.0,USA,61191.35233132704,
