Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2022-02-22 04:31:49,32.3182,-86.9023,1273484,17933,,,1.0,25972.58720607116,7194910.0,,1.4081841625022382,84000001.0,USA,146739.51727295626,
Alaska,US,2022-02-22 04:31:49,61.3707,-152.4044,235956,1141,,,2.0,32254.475117730282,3741734.0,,0.48356473240773706,84000002.0,USA,511483.7774846387,
American Samoa,US,2022-02-22 04:31:49,-14.270999999999999,-170.132,18,0,,,60.0,32.35024532269369,2140.0,,0.0,16.0,ASM,3846.084721698028,
Arizona,US,2022-02-22 04:31:49,33.7298,-111.4312,1967704,27622,,,4.0,27033.66541108824,18125642.0,,1.4037680464134852,84000004.0,USA,249022.48569356385,
Arkansas,US,2022-02-22 04:31:49,34.9697,-92.3731,815299,10292,,,5.0,27016.3005947371,4933978.0,,1.2623589627854321,84000005.0,USA,163495.64120135034,
California,US,2022-02-22 04:31:49,36.1162,-119.6816,8921025,84024,,,6.0,22513.658621535924,144365762.0,,0.9445518690208818,84000006.0,USA,365369.8806063127,
Colorado,US,2022-02-22 04:31:49,39.0598,-105.3111,1305623,11689,,,8.0,22672.04122571342,16450578.0,,0.8952814097178129,84000008.0,USA,285662.99965825834,
Connecticut,US,2022-02-22 04:31:49,41.5978,-72.7554,720618,10374,,,9.0,20212.06146938521,13097108.0,,1.439597678659151,84000009.0,USA,367350.7350179663,
Delaware,US,2022-02-22 04:31:49,39.3185,-75.5071,255210,2695,,,10.0,26208.60906749479,3100893.0,,1.0559931037185064,84000010.0,USA,318443.99669735174,
Diamond Princess,US,2022-02-22 04:31:49,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2022-02-22 04:31:49,38.8974,-77.0268,133697,1314,,,11.0,18943.987168242533,3029777.0,,0.982819360195068,84000011.0,USA,429299.51016579545,
Florida,US,2022-02-22 04:31:49,27.7663,-81.6868,5818706,68902,,,12.0,27091.802083245548,53703917.0,,1.1841464408065985,84000012.0,USA,250044.57871888464,
Georgia,US,2022-02-22 04:31:49,33.0406,-83.6431,2455573,34896,,,13.0,23127.768385982174,16488187.0,,1.421093976843694,84000013.0,USA,155293.6809619434,
Grand Princess,US,2022-02-22 04:31:49,,,103,3,,,99999.0,,,,2.912621359223301,84099999.0,USA,,
Guam,US,2022-02-22 04:31:49,13.4443,144.7937,42818,317,,,66.0,26072.130987827968,354085.0,,0.7403428464664393,316.0,GUM,215604.430399016,
Hawaii,US,2022-02-22 04:31:49,21.0943,-157.4983,234551,1304,,,15.0,16565.833634678842,3562655.0,,0.5559558475555423,84000015.0,USA,251622.6749310672,
Idaho,US,2022-02-22 04:31:49,44.2405,-114.4788,414513,4676,,,16.0,23195.183163455167,1186358.0,,1.1280707722073855,84000016.0,USA,66385.83375534746,
Illinois,US,2022-02-22 04:31:49,40.3495,-88.9861,3013709,34732,,,17.0,23782.7617672314,53621982.0,,1.152466943556926,84000017.0,USA,423159.2444369282,
Indiana,US,2022-02-22 04:31:49,39.8494,-86.2583,1676797,22575,,,18.0,24907.04773567229,18777274.0,,1.346316817122168,84000018.0,USA,278916.5652513681,
